
@FilipeVillegas;2019-11-13 22:00;3;8;" Ranking posições ATUAL pregão ANTERIOR +Termadas #BBAS3 1° 5° #TCSA3 2° #Top10 #VVAR3 3° 7° #SUZB3 4° 3° #PETR4 5° 2° #OIBR3 6° 1° #CSNA3 7° #Top10 #USIM5 8° #Top10 #ELET3 9° #Top10 #VALE3 10° #Top10";;;#BBAS3 #TCSA3 #Top10 #VVAR3 #SUZB3 #PETR4 #OIBR3 #CSNA3 #Top10 #USIM5 #Top10 #ELET3 #Top10 #VALE3 #Top10;"1194736703841419264";https://twitter.com/FilipeVillegas/status/1194736703841419264
@FilipeVillegas;2019-11-13 22:00;1;14;" Ações +Termadas #termos Apostando numa alta ou defendendo posição Ticker / Var(%) / N° de Ações #BBAS3 / -1,6% / 1.069K #TCSA3 / -3,9% / 1.006K #VVAR3 / -1,0% / 1.002K #SUZB3 / -1,6% / 888K #PETR4 / -0,4% / 781K Além disso tivemos #OIBR3 #CSNA3 #USIM5 #ELET3 e #VALE3";;;#termos #BBAS3 #TCSA3 #VVAR3 #SUZB3 #PETR4 #OIBR3 #CSNA3 #USIM5 #ELET3 #VALE3;"1194736698166521857";https://twitter.com/FilipeVillegas/status/1194736698166521857
@PrisciIlIa;2019-11-13 21:00;5;11;"O lucro líquido das 3 maiores estatais na Bolsa (Petrobras (PETR4), Eletrobras (ELET3) e Banco do Brasil (BBAS3) chegou a R$52 bilhões nos 9 meses de 2019. O valor é o maior da história. Haja Rivotril pra esquerda ";;;;"1194721789999497218";https://twitter.com/PrisciIlIa/status/1194721789999497218
@infomoney;2019-11-12 21:56;2;25;"IBOVESPA: Maiores altas #ENBR3 +1,28 - R$18,96 #TAEE11 +1,03 - R$28,42 #BRAP4 +0,37 - R$32,59 Maiores baixas #CVCB3 -6,64% - R$40,80 #CSAN3 -4,93% - R$57,60 #ELET3 -4,74% - R$37,01 Confira os destaques do dia na Bolsa: ";;;#ENBR3 #TAEE11 #BRAP4 #CVCB3 #CSAN3 #ELET3;"1194373414422745088";https://twitter.com/infomoney/status/1194373414422745088
@leiamoneytimes;2019-11-05 04:01;3;15;"#ELET3 #ELET5 #ELET6 Privatização da Eletrobras é definida e Bolsonaro assina Projeto de Lei";;;#ELET3 #ELET5 #ELET6;"1191566304022540288";https://twitter.com/leiamoneytimes/status/1191566304022540288
@sunoresearch;2019-10-31 22:05;3;15;" Maiores altas do Ibovespa CYRE3 / R$27,05 / +2,15% ELET3 / R$39,66 / +1,93% SUZB3 / R$32,77 / +1,46% MGLU3 / R$44,62 / +1,36% IGTA3 / R$48,10 / +1,24%";;;;"1190026987458441223";https://twitter.com/sunoresearch/status/1190026987458441223
@contratrend;2019-10-18 22:01;3;9;"Resumo do dia: $IBOV -0,27% $IND -0,59% $DOL -1,21% Volume: Ibov: R$12,45 bi Dólar: 313,3k (R$64,82 bi) Índice: 104,6k (R$11,06 bi) Vwap's Dólar: 4.137,23 Índice: 105.729 Ibovespa (principais ações) Alta: #BBAS3 #B3SA3 #ELET3 Baixa: #VALE3 #ITUB4 #PETR3 Infos: @nelogica";;@nelogica;#BBAS3 #B3SA3 #ELET3 #VALE3 #ITUB4 #PETR3;"1185315045749805057";https://twitter.com/contratrend/status/1185315045749805057
@FilipeVillegas;2019-10-18 17:44;1;19;" RADAR #RNEW11 teve pedido de RJ deferido Madero pode desistir de abrir capital e ir para (Folha) #GBIO33 confirmou notícia controladores negociam alienação controle #ELET3 fará AGE em 14/11 para discutir aumento de capital #JHSF3 contratou bancos para estudar IPO";;;#RNEW11 #GBIO33 #ELET3 #JHSF3;"1185250246298914817";https://twitter.com/FilipeVillegas/status/1185250246298914817
@CapivaraTrader;2019-09-30 00:36;2;14;"****TOP PICKS XP: AZUL4, B3SA3, BBDC4, ELET3 E CSMG3****";;;;"1178468644172509185";https://twitter.com/CapivaraTrader/status/1178468644172509185
@rafabevilacqua2;2019-09-27 11:43;2;24;"#Mercados hoje: GOLL4 – Delta vai vender stake de 9% BBAS3 – PF investiga gerentes ELET3 – Presidente defende união de subsidiárias VVAR3 – Klein deve concluir ajustes até 1S20 STF brincando IGP-M -0,01% Lucro indústria -2% ago. Petróleo -1,0% Minério+1,6%";;;#Mercados;"1177549421174775808";https://twitter.com/rafabevilacqua2/status/1177549421174775808
@NATUSDDT;2019-09-20 17:00;0;17;"HOJE comprei KROT3, JHSF3 e BPAN4 até o momento e tenho ordem de compra para ELET3 e PMAM3. Me acostumei a swingar e se fico com número de papéis muito reduzido, não consigo fazê-lo.";;;;"1175092302550900736";https://twitter.com/NATUSDDT/status/1175092302550900736
@infomoney;2019-08-05 13:17;0;32;"No radar do mercado hoje está a notícia de que a Eletrobras pagou R$1,275 bilhão à Petrobras para amortizar o saldo devedor gerado com a privatização de distribuidoras. As ações ordinárias da Eletrobras (ELET3) caem 2,56%, enquanto as preferenciais classe B (ELET6) caem 2,23%";;;;"1158366428707377152";https://twitter.com/infomoney/status/1158366428707377152
@OIdeal_;2019-07-17 20:00;2;11;"Ações da Eletrobras, ELET3 e ELET6, atingem seus maiores preços da história! ";;;;"1151582358140854273";https://twitter.com/OIdeal_/status/1151582358140854273
@investe10;2019-05-14 22:11;0;9;"IBOVESPA: +0,40% altas JBSS3 +7,80% ELET3 +6,98% CSNA3 +4,67% BRFS3 +4,37% BRMK5 +4,13% baixas VVAR3 -4,02% AZUL4 -3,72% SMLS3 -3,26% GOLL4 -2,57% BRDT3 -2,25% https://www.instagram.com/p/BxdZATJBcoD/?igshid=1tivgwybuq46k";;;;"1128422511253704704";https://twitter.com/investe10/status/1128422511253704704
@AnaliseEnergia;2019-02-21 20:13;4;8;" Ações da Eletrobras saltaram hoje após afirmações do ministro de Minas e Energia de que capitalização da empresa ainda poderia sair em 2019, embora prioridade do governo seja Previdência...é o vai-e-vem da ELET6 $EBR #ELET6 #ELET3 ";;;#ELET6 #ELET3;"1098677228311924736";https://twitter.com/AnaliseEnergia/status/1098677228311924736
@elevenfinancial;2019-01-18 13:36;2;14;"Plano de Demissão Consensual é aberto pela @Eletrobras, sendo implantado na holding e nas controladas Cepel, CGTEE, Chesf, Eletronuclear, Eletronorte, Amazonas GT, Eletrosul e Furnas para atingir meta de desligamento de 2.187 funcionários. #ELET3";;@Eletrobras;#ELET3;"1086256123181707265";https://twitter.com/elevenfinancial/status/1086256123181707265
@daltonvieira;2019-01-18 10:40;0;0;"Prepare-se para o pregão de hoje. Análise - IBOV, WING19, WDOG19, PETR4, VALE3, VALE3, LAME4, ELET3, EMBR3, BRFS3, CIEL3, CSNA3, POMO4 e MULT3. Assista! ";;;;"1086211629149241344";https://twitter.com/daltonvieira/status/1086211629149241344
@leiamoneytimes;2019-01-17 23:11;2;4;"#ELET3 #ELET6 Eletrobras abre novo plano de demissão para economizar R$574 milhões/ano";;;#ELET3 #ELET6;"1086038347515088899";https://twitter.com/leiamoneytimes/status/1086038347515088899
@ADVFNBrasil;2019-01-16 21:04;0;1;"Análise – IBOV, WING19, WDOG19, PETR4, VALE3, CSNA3, ITUB4 e ELET3 http://br.advfn.com/jornal/2019/01/analise-ibov-wing19-wdog19-petr4-vale3-csna3-itub4-e-elet3/";;;;"1085643860603154432";https://twitter.com/ADVFNBrasil/status/1085643860603154432
