                Open      High       Low     Close  Adj Close   Volume
Date                                                                  
2019-05-30   96566.0   97939.0   96511.0   97457.0    97457.0  4398200
2019-05-31   97420.0   97992.0   96792.0   97030.0    97030.0  5089500
2019-06-03   97036.0   97757.0   96430.0   97020.0    97020.0  4547900
2019-06-04   97020.0   97723.0   96593.0   97380.0    97380.0  4293300
2019-06-05   97381.0   97686.0   95686.0   95999.0    95999.0  3769100
2019-06-06   96002.0   97462.0   96002.0   97205.0    97205.0  4054900
2019-06-07   97205.0   98326.0   97205.0   97821.0    97821.0  3718500
2019-06-10   97828.0   97856.0   96782.0   97467.0    97467.0  3584000
2019-06-11   97467.0   98985.0   97467.0   98960.0    98960.0  4922400
2019-06-12   98960.0   99240.0   97831.0   98321.0    98321.0  4948800
2019-06-13   98321.0   99364.0   98321.0   98774.0    98774.0  5594000
2019-06-14   98776.0   98981.0   97601.0   98040.0    98040.0  9184900
2019-06-17   98038.0   98439.0   97623.0   97623.0    97623.0  3926300
2019-06-18   97633.0   99412.0   97633.0   99404.0    99404.0  4524500
2019-06-19   99403.0  100327.0   98978.0  100303.0   100303.0  4411300
2019-06-21  100305.0  102100.0  100305.0  102013.0   102013.0  5490800
2019-06-24  102018.0  102617.0  101589.0  102062.0   102062.0  3559800
2019-06-25  102061.0  102061.0   99890.0  100093.0   100093.0  4469200
2019-06-26  100095.0  101126.0  100095.0  100689.0   100689.0  5013800
2019-06-27  100689.0  101025.0   99421.0  100724.0   100724.0  4154700
2019-06-28  100726.0  101563.0  100726.0  100967.0   100967.0  4079900
2019-07-01  100973.0  102432.0  100973.0  101340.0   101340.0   411600
2019-07-02  101342.0  101565.0  100073.0  100605.0   100605.0  4951600
2019-07-03  100576.0  102177.0  100451.0  102043.0   102043.0  4801200
2019-07-04  102047.0  104022.0  102047.0  103636.0   103636.0  3978700
2019-07-05  103628.0  104176.0  102622.0  104089.0   104089.0  4208400
2019-07-08  104090.0  104679.0  103988.0  104530.0   104530.0  3500300
2019-07-10  104537.0  106650.0  104537.0  105817.0   105817.0  6815700
2019-07-11  105818.0  105886.0  104814.0  105146.0   105146.0  4845300
2019-07-12  105158.0  105731.0  103903.0  103906.0   103906.0  4748000
2019-07-15  103909.0  104578.0  103495.0  103803.0   103803.0  3995500
2019-07-16  103805.0  104440.0  103361.0  103775.0   103775.0  4475800
2019-07-17  103775.0  104453.0  103712.0  103856.0   103856.0  3818300
2019-07-18  103859.0  104773.0  103859.0  104717.0   104717.0  4410900
2019-07-19  104716.0  104723.0  103388.0  103452.0   103452.0  3484400
2019-07-22  103452.0  104278.0  103452.0  103949.0   103949.0  3464400
2019-07-23  103949.0  104430.0  103518.0  103704.0   103704.0  4050300
2019-07-24  103707.0  104570.0  103707.0  104120.0   104120.0  4872700
2019-07-25  102991.0  103464.0  102390.0  102655.0   102655.0  5804700
2019-07-26  102654.0  103209.0  102196.0  102819.0   102819.0  5141400
2019-07-29  102817.0  103483.0  102461.0  103483.0   103483.0  3559900
2019-07-30  103483.0  103555.0  102596.0  102933.0   102933.0  4060500
2019-07-31  102946.0  103129.0  100950.0  101812.0   101812.0  5072900
2019-08-01  101819.0  104056.0  101819.0  102126.0   102126.0  7129100
2019-08-02  102122.0  103180.0  101667.0  102674.0   102674.0  4923500
2019-08-05  102658.0  102658.0   99630.0  100098.0   100098.0  5000400
2019-08-06  100098.0  102178.0  100098.0  102164.0   102164.0  5074800
2019-08-07  102163.0  102784.0  100476.0  102782.0   102782.0  5570600
2019-08-08  102811.0  104282.0  102811.0  104115.0   104115.0  5538300
2019-08-09  104102.0  104848.0  103547.0  103996.0   103996.0  4549300
2019-08-12  103946.0  103946.0  101621.0  101915.0   101915.0  4509700
2019-08-13  101912.0  103778.0  101414.0  103299.0   103299.0  5198900
2019-08-14  103270.0  103270.0   99955.0  100258.0   100258.0  6485200
2019-08-15  100262.0  101014.0   98200.0   99057.0    99057.0  6585300
2019-08-16   99059.0  100567.0   99059.0   99806.0    99806.0  5483400
2019-08-19   99810.0  100948.0   98908.0   99469.0    99469.0  4924000
2019-08-20   99472.0   99665.0   98002.0   99222.0    99222.0  5235200
2019-08-21   99227.0  101240.0   99221.0  101202.0   101202.0  5969700
2019-08-22  101209.0  101469.0  100011.0  100011.0   100011.0  4495500
2019-08-23  100007.0  100025.0   97085.0   97667.0    97667.0  5668800
2019-08-26   97687.0   98436.0   95961.0   96430.0    96430.0  4136800
2019-08-27   96434.0   97951.0   95855.0   97276.0    97276.0  6581700
2019-08-28   97273.0   98346.0   96557.0   98194.0    98194.0  4350800
2019-08-29   98194.0  100684.0   98194.0  100524.0   100524.0  5163300
2019-08-30  100526.0  101551.0  100526.0  101135.0   101135.0  6109600
